h1n1_concern,h1n1_knowledge,behavioral_antiviral_meds,behavioral_avoidance,behavioral_face_mask,behavioral_wash_hands,behavioral_large_gatherings,behavioral_outside_home,behavioral_touch_face,doctor_recc_h1n1,doctor_recc_seasonal,chronic_med_condition,child_under_6_months,health_worker,health_insurance,opinion_h1n1_vacc_effective,opinion_h1n1_risk,opinion_h1n1_sick_from_vacc,opinion_seas_vacc_effective,opinion_seas_risk,opinion_seas_sick_from_vacc,age_group,education,race,sex,income_poverty,marital_status,rent_or_own,employment_status,hhs_geo_region,census_msa,household_adults,household_children,employment_industry,employment_occupation
1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,4.0,2.0,4.0,4.0,1.0,35 - 44 Years,College Graduate,White,Male,"<= $75,000, Above Poverty",Married,Rent,Employed,fpwskwrf,"MSA, Not Principle  City",1.0,0.0,wxleyezf,emcorrxb
2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,2.0,1.0,5.0,4.0,1.0,55 - 64 Years,College Graduate,White,Female,"> $75,000",Married,Own,Employed,lzgpxyit,"MSA, Principle City",1.0,0.0,dotnnunm,xgwztkwe
3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,65+ Years,College Graduate,White,Male,,Married,Own,Employed,fpwskwrf,"MSA, Not Principle  City",1.0,0.0,pxcmvdjn,cmhcxjea
1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,5.0,2.0,2.0,4.0,4.0,1.0,55 - 64 Years,College Graduate,White,Male,"<= $75,000, Above Poverty",Not Married,Own,Not in Labor Force,qufhixun,"MSA, Principle City",0.0,0.0,,
2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,0.0,0.0,0.0,,4.0,2.0,2.0,5.0,4.0,1.0,65+ Years,Some College,White,Female,"<= $75,000, Above Poverty",Married,Own,Not in Labor Force,lzgpxyit,"MSA, Not Principle  City",2.0,1.0,,
2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,5.0,1.0,2.0,65+ Years,College Graduate,White,Male,,Married,,Not in Labor Force,atmpeygn,Non-MSA,1.0,0.0,,
2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,4.0,3.0,2.0,2.0,4.0,2.0,18 - 34 Years,,Hispanic,Female,,,,,mlyzmhmf,"MSA, Principle City",1.0,3.0,,
1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,5.0,2.0,2.0,5.0,2.0,1.0,65+ Years,College Graduate,White,Female,"<= $75,000, Above Poverty",Not Married,,Not in Labor Force,fpwskwrf,"MSA, Not Principle  City",0.0,0.0,,
1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,3.0,1.0,1.0,4.0,2.0,1.0,55 - 64 Years,Some College,White,Female,"<= $75,000, Above Poverty",Married,,Not in Labor Force,lzgpxyit,Non-MSA,1.0,0.0,,
2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,5.0,4.0,4.0,5.0,4.0,4.0,35 - 44 Years,Some College,White,Female,"> $75,000",Married,Own,Employed,oxchjgsf,Non-MSA,1.0,2.0,fcxhlnwr,haliazsg
1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,4.0,2.0,1.0,65+ Years,College Graduate,White,Male,"<= $75,000, Above Poverty",Not Married,Own,Not in Labor Force,oxchjgsf,"MSA, Principle City",0.0,0.0,,
1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,5.0,1.0,2.0,2.0,2.0,2.0,18 - 34 Years,12 Years,Other or Multiple,Male,,Not Married,Rent,Not in Labor Force,dqpwygqj,"MSA, Principle City",0.0,0.0,,
3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,5.0,4.0,5.0,4.0,5.0,5.0,55 - 64 Years,College Graduate,White,Female,"> $75,000",Not Married,Own,Employed,bhuqouqj,"MSA, Not Principle  City",0.0,0.0,atmlpfrs,hfxkjkmi
1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,4.0,2.0,4.0,4.0,2.0,4.0,55 - 64 Years,Some College,White,Female,"> $75,000",Married,Own,Employed,kbazzjca,"MSA, Not Principle  City",1.0,0.0,fcxhlnwr,cmhcxjea
1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,2.0,5.0,2.0,4.0,18 - 34 Years,Some College,Black,Female,,Not Married,Rent,Not in Labor Force,fpwskwrf,"MSA, Principle City",1.0,0.0,,
1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,4.0,4.0,2.0,65+ Years,Some College,White,Female,,Married,,,fpwskwrf,Non-MSA,1.0,0.0,,
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,35 - 44 Years,College Graduate,Black,Female,"> $75,000",Married,Own,Employed,qufhixun,"MSA, Not Principle  City",2.0,1.0,ldnlellj,hodpvpew
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,65+ Years,12 Years,White,Female,"<= $75,000, Above Poverty",Not Married,Rent,Not in Labor Force,fpwskwrf,"MSA, Not Principle  City",0.0,0.0,,
2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0,2.0,4.0,3.0,1.0,55 - 64 Years,Some College,White,Female,"<= $75,000, Above Poverty",Married,Own,Employed,qufhixun,"MSA, Principle City",1.0,0.0,cfqqtusy,ukymxvdu
0.0,,0.0,1.0,0.0,1.0,1.0,,1.0,0.0,1.0,0.0,0.0,0.0,,4.0,2.0,3.0,5.0,4.0,1.0,65+ Years,12 Years,White,Female,"<= $75,000, Above Poverty",Married,Own,Not in Labor Force,bhuqouqj,"MSA, Principle City",1.0,0.0,,
1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,4.0,1.0,5.0,4.0,1.0,55 - 64 Years,College Graduate,White,Male,"<= $75,000, Above Poverty",Married,Own,Employed,atmpeygn,"MSA, Principle City",2.0,0.0,wxleyezf,emcorrxb
2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,4.0,4.0,2.0,2.0,35 - 44 Years,College Graduate,Other or Multiple,Female,"<= $75,000, Above Poverty",Not Married,Own,Employed,lzgpxyit,"MSA, Not Principle  City",0.0,1.0,mcubkhph,xtkaffoo
3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,2.0,1.0,5.0,4.0,1.0,65+ Years,Some College,Other or Multiple,Female,"<= $75,000, Above Poverty",Not Married,Own,Not in Labor Force,qufhixun,"MSA, Principle City",0.0,1.0,,
1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,4.0,2.0,4.0,4.0,4.0,18 - 34 Years,College Graduate,White,Male,"<= $75,000, Above Poverty",Married,Own,Employed,qufhixun,"MSA, Principle City",1.0,2.0,wxleyezf,bxpfxfdn
2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,2.0,5.0,4.0,1.0,35 - 44 Years,College Graduate,Black,Female,"> $75,000",Married,Own,Employed,lrircsnp,"MSA, Principle City",2.0,2.0,fcxhlnwr,bxpfxfdn
3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,4.0,4.0,5.0,4.0,4.0,4.0,45 - 54 Years,12 Years,White,Female,"<= $75,000, Above Poverty",Married,Own,Unemployed,atmpeygn,"MSA, Not Principle  City",1.0,3.0,,
2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,2.0,5.0,4.0,2.0,2.0,35 - 44 Years,College Graduate,White,Female,"> $75,000",Not Married,Own,Employed,fpwskwrf,"MSA, Not Principle  City",0.0,0.0,wxleyezf,xtkaffoo
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,4.0,2.0,4.0,35 - 44 Years,12 Years,White,Female,"> $75,000",Married,Own,Not in Labor Force,fpwskwrf,Non-MSA,1.0,1.0,,
1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,2.0,2.0,2.0,2.0,2.0,2.0,55 - 64 Years,Some College,White,Male,"> $75,000",Married,Own,Employed,fpwskwrf,"MSA, Not Principle  City",1.0,1.0,arjwrbjb,qxajmpny
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,3.0,3.0,1.0,4.0,,,45 - 54 Years,,White,Female,,,,,kbazzjca,"MSA, Principle City",0.0,0.0,,
1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,,0.0,0.0,0.0,,5.0,5.0,1.0,4.0,5.0,1.0,18 - 34 Years,Some College,White,Male,"> $75,000",Married,Own,Employed,oxchjgsf,Non-MSA,1.0,2.0,phxvnwax,qxajmpny
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,3.0,1.0,1.0,5.0,1.0,1.0,65+ Years,12 Years,White,Female,"> $75,000",Married,Own,Employed,fpwskwrf,"MSA, Not Principle  City",1.0,0.0,fcxhlnwr,mxkfnird
1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,4.0,4.0,4.0,45 - 54 Years,Some College,White,Female,"<= $75,000, Above Poverty",Not Married,Own,Employed,lzgpxyit,Non-MSA,0.0,0.0,saaquncn,vlluhbov
1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,4.0,4.0,2.0,4.0,5.0,2.0,35 - 44 Years,College Graduate,White,Female,"> $75,000",Married,Own,Employed,atmpeygn,"MSA, Not Principle  City",1.0,0.0,wxleyezf,xtkaffoo
2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,4.0,2.0,2.0,4.0,2.0,2.0,35 - 44 Years,College Graduate,Other or Multiple,Male,"> $75,000",Married,Own,Employed,mlyzmhmf,"MSA, Principle City",1.0,2.0,mfikgejo,hfxkjkmi
0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,2.0,1.0,1.0,1.0,1.0,1.0,45 - 54 Years,College Graduate,White,Male,"> $75,000",Married,Rent,Employed,kbazzjca,"MSA, Not Principle  City",1.0,2.0,xicduogh,xgwztkwe
2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,4.0,2.0,2.0,4.0,4.0,1.0,55 - 64 Years,Some College,White,Female,"<= $75,000, Above Poverty",Married,Own,Employed,atmpeygn,"MSA, Principle City",1.0,0.0,saaquncn,dlvbwzss
2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,4.0,5.0,4.0,4.0,1.0,18 - 34 Years,College Graduate,White,Female,"<= $75,000, Above Poverty",Married,Own,Not in Labor Force,lzgpxyit,"MSA, Not Principle  City",1.0,2.0,,
2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,4.0,4.0,4.0,4.0,4.0,55 - 64 Years,College Graduate,White,Male,"> $75,000",Married,Own,Employed,mlyzmhmf,"MSA, Not Principle  City",1.0,3.0,fcxhlnwr,haliazsg
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,3.0,2.0,1.0,3.0,1.0,1.0,55 - 64 Years,12 Years,White,Female,,Not Married,Own,Employed,fpwskwrf,"MSA, Principle City",1.0,0.0,atmlpfrs,xgwztkwe
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,45 - 54 Years,12 Years,White,Male,"> $75,000",Married,Own,Employed,oxchjgsf,"MSA, Not Principle  City",3.0,0.0,xqicxuve,mxkfnird
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,4.0,2.0,1.0,4.0,5.0,1.0,35 - 44 Years,,Hispanic,Male,,,,,lzgpxyit,"MSA, Not Principle  City",1.0,3.0,,
2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,4.0,4.0,4.0,4.0,4.0,4.0,18 - 34 Years,Some College,White,Female,Below Poverty,Not Married,Rent,Employed,fpwskwrf,"MSA, Not Principle  City",1.0,0.0,pxcmvdjn,xgwztkwe
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,0.0,1.0,3.0,2.0,4.0,2.0,2.0,4.0,18 - 34 Years,College Graduate,White,Female,Below Poverty,Married,Own,Not in Labor Force,mlyzmhmf,"MSA, Not Principle  City",1.0,3.0,,
1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,55 - 64 Years,Some College,White,Female,Below Poverty,Not Married,Own,Not in Labor Force,lzgpxyit,"MSA, Not Principle  City",1.0,1.0,,
2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,2.0,5.0,4.0,2.0,65+ Years,12 Years,White,Female,"<= $75,000, Above Poverty",Married,Own,Not in Labor Force,qufhixun,"MSA, Not Principle  City",1.0,0.0,,
1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,4.0,4.0,2.0,5.0,4.0,2.0,35 - 44 Years,Some College,White,Male,"<= $75,000, Above Poverty",Married,Own,Employed,bhuqouqj,"MSA, Not Principle  City",2.0,1.0,ldnlellj,ccgxvspp
1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,4.0,2.0,5.0,4.0,2.0,2.0,35 - 44 Years,,White,Male,,,,,atmpeygn,Non-MSA,1.0,2.0,,
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,4.0,1.0,2.0,4.0,1.0,2.0,45 - 54 Years,College Graduate,White,Male,"> $75,000",Married,Own,Employed,atmpeygn,"MSA, Not Principle  City",2.0,0.0,dotnnunm,xtkaffoo
3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,2.0,1.0,2.0,65+ Years,12 Years,White,Female,,Married,Own,Not in Labor Force,bhuqouqj,"MSA, Principle City",1.0,0.0,,
1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,55 - 64 Years,12 Years,White,Female,"<= $75,000, Above Poverty",Married,Own,Not in Labor Force,lzgpxyit,"MSA, Not Principle  City",2.0,0.0,,
1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,4.0,2.0,2.0,18 - 34 Years,< 12 Years,Other or Multiple,Male,,Not Married,Rent,Employed,lrircsnp,"MSA, Principle City",2.0,3.0,xicduogh,qxajmpny
1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,5.0,2.0,1.0,5.0,2.0,1.0,65+ Years,College Graduate,White,Female,"<= $75,000, Above Poverty",Not Married,Own,Not in Labor Force,qufhixun,"MSA, Not Principle  City",0.0,0.0,,
2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,4.0,2.0,4.0,4.0,4.0,4.0,45 - 54 Years,College Graduate,White,Female,Below Poverty,Not Married,Own,Employed,fpwskwrf,"MSA, Principle City",0.0,0.0,nduyfdeo,kldqjyjy
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,45 - 54 Years,College Graduate,White,Male,"> $75,000",Married,Own,Employed,lzgpxyit,"MSA, Not Principle  City",2.0,2.0,atmlpfrs,xtkaffoo
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,45 - 54 Years,College Graduate,White,Female,"<= $75,000, Above Poverty",Married,Own,Employed,atmpeygn,Non-MSA,1.0,1.0,wxleyezf,emcorrxb
2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,5.0,2.0,2.0,5.0,4.0,2.0,65+ Years,< 12 Years,White,Female,,Not Married,Own,Not in Labor Force,fpwskwrf,"MSA, Principle City",0.0,0.0,,
1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,5.0,5.0,1.0,65+ Years,Some College,White,Female,"<= $75,000, Above Poverty",Married,Own,Not in Labor Force,kbazzjca,"MSA, Not Principle  City",1.0,0.0,,
3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,4.0,2.0,4.0,4.0,4.0,4.0,18 - 34 Years,College Graduate,White,Male,"<= $75,000, Above Poverty",Married,Own,Not in Labor Force,lzgpxyit,"MSA, Principle City",1.0,1.0,,
,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,4.0,4.0,1.0,5.0,4.0,2.0,65+ Years,< 12 Years,Black,Female,,Not Married,Own,Not in Labor Force,lzgpxyit,Non-MSA,0.0,0.0,,
1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,4.0,2.0,1.0,4.0,2.0,1.0,45 - 54 Years,College Graduate,White,Female,"> $75,000",Married,Own,Employed,lzgpxyit,"MSA, Not Principle  City",1.0,0.0,ldnlellj,xtkaffoo
0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,,3.0,1.0,1.0,1.0,1.0,1.0,65+ Years,Some College,Black,Female,"<= $75,000, Above Poverty",Not Married,Rent,Employed,lrircsnp,"MSA, Not Principle  City",0.0,0.0,fcxhlnwr,haliazsg
2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,4.0,1.0,5.0,4.0,1.0,18 - 34 Years,12 Years,White,Female,"<= $75,000, Above Poverty",Married,Own,Not in Labor Force,kbazzjca,"MSA, Principle City",1.0,2.0,,
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,2.0,1.0,55 - 64 Years,12 Years,White,Male,"<= $75,000, Above Poverty",Not Married,Own,Unemployed,qufhixun,"MSA, Not Principle  City",1.0,0.0,,
2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,4.0,4.0,5.0,3.0,2.0,65+ Years,< 12 Years,White,Female,,Not Married,Own,Not in Labor Force,fpwskwrf,Non-MSA,0.0,1.0,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,2.0,35 - 44 Years,,White,Female,,,,,fpwskwrf,"MSA, Principle City",,,,
2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,1.0,0.0,0.0,1.0,3.0,2.0,1.0,,1.0,1.0,65+ Years,College Graduate,White,Male,,Married,Own,Not in Labor Force,kbazzjca,"MSA, Principle City",1.0,0.0,,
2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,2.0,4.0,4.0,55 - 64 Years,College Graduate,White,Male,"<= $75,000, Above Poverty",Married,Own,Not in Labor Force,atmpeygn,"MSA, Principle City",1.0,0.0,,
1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,2.0,4.0,2.0,2.0,4.0,2.0,45 - 54 Years,,White,Female,,,,,bhuqouqj,Non-MSA,1.0,2.0,,
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,45 - 54 Years,College Graduate,White,Female,"> $75,000",Married,Own,Employed,dqpwygqj,"MSA, Principle City",2.0,0.0,wxleyezf,emcorrxb
2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,4.0,2.0,2.0,4.0,2.0,2.0,18 - 34 Years,College Graduate,White,Male,"<= $75,000, Above Poverty",Not Married,Rent,Employed,bhuqouqj,"MSA, Not Principle  City",1.0,0.0,xicduogh,xtkaffoo
2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,,4.0,4.0,4.0,4.0,4.0,4.0,45 - 54 Years,College Graduate,White,Male,"> $75,000",Married,Own,Employed,bhuqouqj,"MSA, Not Principle  City",0.0,3.0,mfikgejo,xtkaffoo
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,1.0,2.0,4.0,1.0,2.0,55 - 64 Years,College Graduate,White,Male,"> $75,000",Married,Own,Employed,qufhixun,"MSA, Not Principle  City",2.0,0.0,xicduogh,ccgxvspp
0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,4.0,4.0,5.0,1.0,3.0,65+ Years,,White,Male,,Married,Own,Not in Labor Force,oxchjgsf,Non-MSA,1.0,0.0,,
2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,4.0,4.0,2.0,5.0,4.0,2.0,18 - 34 Years,Some College,Other or Multiple,Female,,Married,Rent,Not in Labor Force,atmpeygn,"MSA, Principle City",1.0,0.0,,
2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,2.0,4.0,2.0,2.0,45 - 54 Years,Some College,White,Male,"> $75,000",Married,Own,Employed,bhuqouqj,"MSA, Not Principle  City",1.0,2.0,rucpziij,xtkaffoo
3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,5.0,5.0,5.0,4.0,4.0,5.0,35 - 44 Years,,Hispanic,Female,,,,,qufhixun,"MSA, Not Principle  City",0.0,3.0,,
1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,4.0,2.0,4.0,4.0,2.0,2.0,45 - 54 Years,12 Years,Black,Male,"<= $75,000, Above Poverty",Married,Own,Employed,lzgpxyit,"MSA, Principle City",1.0,0.0,rucpziij,vlluhbov
3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,4.0,2.0,2.0,18 - 34 Years,12 Years,White,Female,"<= $75,000, Above Poverty",Married,Own,Employed,lzgpxyit,"MSA, Not Principle  City",1.0,0.0,wxleyezf,tfqavkke
2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,3.0,4.0,4.0,5.0,4.0,4.0,55 - 64 Years,12 Years,Hispanic,Female,"<= $75,000, Above Poverty",Married,Own,Not in Labor Force,mlyzmhmf,"MSA, Principle City",1.0,0.0,,
1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,4.0,4.0,2.0,4.0,2.0,2.0,65+ Years,Some College,White,Female,Below Poverty,Not Married,Own,Not in Labor Force,fpwskwrf,"MSA, Not Principle  City",0.0,0.0,,
2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,0.0,0.0,1.0,,2.0,4.0,2.0,2.0,4.0,2.0,18 - 34 Years,College Graduate,White,Male,"<= $75,000, Above Poverty",Not Married,Own,Employed,lrircsnp,"MSA, Principle City",1.0,0.0,arjwrbjb,bxpfxfdn
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,1.0,1.0,4.0,1.0,1.0,35 - 44 Years,Some College,White,Male,"> $75,000",Not Married,Own,Unemployed,qufhixun,"MSA, Not Principle  City",1.0,0.0,,
3.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,3.0,1.0,1.0,3.0,1.0,1.0,65+ Years,12 Years,White,Male,,Not Married,Own,Not in Labor Force,kbazzjca,Non-MSA,0.0,0.0,,
2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,4.0,4.0,4.0,1.0,35 - 44 Years,Some College,White,Male,"> $75,000",Married,Own,Employed,lzgpxyit,"MSA, Not Principle  City",2.0,2.0,xqicxuve,rcertsgn
2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,,4.0,1.0,4.0,4.0,2.0,1.0,65+ Years,Some College,Black,Female,Below Poverty,Not Married,Rent,Not in Labor Force,lzgpxyit,Non-MSA,0.0,0.0,,
0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,3.0,1.0,1.0,1.0,1.0,1.0,55 - 64 Years,12 Years,White,Female,Below Poverty,Married,Own,Not in Labor Force,oxchjgsf,Non-MSA,1.0,0.0,,
1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,1.0,4.0,5.0,1.0,45 - 54 Years,College Graduate,White,Male,"<= $75,000, Above Poverty",Married,Own,Employed,atmpeygn,"MSA, Not Principle  City",1.0,0.0,atmlpfrs,kldqjyjy
